review,rating
"Ossum good sound quality, super bass, excellent structure, simply superb, just ossum. It is not fits in the ear on the beginning and then after practice it fits perfectly",5
Low bass good for those who is not a big fan of bass. Vocals are very clear and sound is good in this price range. Wire quality is also very good.,3
Nice product with the price tag it comes. Sound is clear though doesn't have really deep bass but that can't be expected at this price. If looking to have good ones which delivers great against their price then surely consider them buying👍💯,4
It's one of the worth the price product I have purchased from fk. U should definitely go for this wired earphones if u are looking for good product in cheap price. It's definitely the worth the price product. They also give one more pair of ear buds. The design and the structure of the product is also mind-blowing and the sound quality is also great. If u want to buy a boats product u can definitely go for this one.,5
"amazing product, i m using this product since 3 month and i writing the review today still it is working exactly like new good base quality and super durability. i m happy with this product in this range this is adorable go for this.",5
"I love this boat earphones........ Its bass is very good... And its look good, comfortable in ear........ And also its audio quality is very smooth...... Love this..",5
This is why I love boat stuffs. As they try to put everything to make the sound quality great and to make it a genuine experience in a very affordable price. I always get impressed by their stuffs. I have headphones and earphones both of boat and both are very amazing,4
Excited to use. Delivery boy's behavior was extremely polite on call. Before time delivery by Flipkart even during Pandemic. Warranty card of 1 year was worth to see.,5
"This one is my second pair, gifted to my wife. The first pair lasted more than 2 years and is still doing good. Excellent quality. I wud never go for battery based bluetooth as these last lifelong and are cheaper .",5
Superb Quality at this Price Range... Yess Bass is A Little less than i expected... But it gives a Solid Crisp Sound.,5
Its good but just the upper side of the wire is pretty much weak. Otherwise its great nice to hear wd it,5
